transaction_id,client_id,date,channel,product_id,product_label,family,price_initial,price_sold,discount_amount,quantity,revenue
5f3ae56a-7ec6-4804-ad9d-4e3be400553b,C0497,2022-06-02,Online,P0064,Activewear M80,Activewear,81.0,68.0,234.0,18,1224.0
92090ebf-221f-4136-90e1-7c8331a7119b,C0497,2022-06-02,Online,P0075,Activewear X29,Activewear,77.78,57.510000000000005,364.86,18,1035.18
a15d303d-a9a3-494f-a860-e58f684ac0a2,C0497,2022-06-02,Online,P0080,Activewear M49,Activewear,40.14,32.3,141.12,18,581.4
d6721aca-8f09-4bfc-bea9-62ac98c07955,C0497,2022-06-02,Online,P0072,Activewear X74,Activewear,83.78,59.02,445.68,18,1062.36
7cd876eb-8325-42ef-a291-e471cf1ad4b4,C0497,2022-06-02,Online,P0062,Activewear A86,Activewear,22.68,19.52,56.88,18,351.36
3a030712-bf4d-4ea6-a26a-2e73b3d18d50,C0356,2023-07-21,Online,P0086,Activewear A80,Activewear,56.96,44.95,192.16,16,719.2
71890c6f-73be-4646-b996-b79ab9a606f6,C0356,2023-07-21,Online,P0069,Activewear M65,Activewear,87.72,74.13,217.44,16,1186.08
6328fd27-a025-4b2f-88c4-5e54514a6efa,C0356,2023-07-21,Online,P0073,Activewear Z90,Activewear,31.99,23.299999999999997,139.04,16,372.8
3a41ec71-1514-4a4c-afb2-cf6b2e668417,C0356,2023-07-21,Online,P0004,Hoodie Z85,Hoodie,45.79,33.19,88.2,7,232.33
f2148d82-5604-42eb-b364-f2ece982a438,C0356,2023-07-21,Online,P0011,Hoodie A85,Hoodie,52.95,46.400000000000006,45.85,7,324.8
b654c7b0-4125-417d-8426-57541438d4be,C0130,2023-01-26,Store,P0085,Activewear X26,Activewear,52.07,45.25,20.46,3,135.75
abfe38db-8471-4b0c-ba4b-e12bb072a8c4,C0130,2023-01-26,Store,P0061,Activewear Z59,Activewear,79.52,67.56,35.88,3,202.68
ccaab60f-2946-4fe5-b2fe-4dd883d8ef25,C0264,2022-03-02,Online,P0053,Shirt A84,Shirt,83.52,64.83,168.21,9,583.47
d9a79910-f895-4799-b69c-e1197aa366c8,C0264,2022-03-02,Online,P0035,Shirt M99,Shirt,85.33,69.75999999999999,140.13,9,627.84
8e464339-18c8-4868-9246-2b5283c02f03,C0264,2022-03-02,Online,P0056,Shirt A21,Shirt,91.51,71.92,176.31,9,647.28
9469275c-4993-4d98-aed6-2ba3803d0579,C0388,2023-07-24,Online,P0078,Activewear M72,Activewear,75.52,60.42999999999999,211.26,14,846.02
9467ec12-fef7-4537-99a1-d6cad716931a,C0388,2023-07-24,Online,P0028,Hoodie X47,Hoodie,33.14,25.7,89.28,12,308.4
a41c2733-a4ab-4a7a-b05a-31cd5e723a1b,C0388,2023-07-24,Online,P0042,Shirt M17,Shirt,38.58,27.26,67.92,6,163.56
cffd5740-56db-4947-94ae-5a701c7a7d48,C0475,2022-12-20,Online,P0077,Activewear Z86,Activewear,71.29,55.60000000000001,47.07,3,166.8
821d988a-f58b-4d19-95cf-1fae327dd8bf,C0475,2022-12-20,Online,P0039,Shirt A58,Shirt,44.11,36.56,30.2,4,146.24
282d5d99-885a-47a2-9887-178bf7217307,C0015,2023-12-06,Store,P0060,Activewear A86,Activewear,39.88,35.52,13.08,3,106.56
ba3b0126-14d6-470c-9eab-791c5332be87,C0015,2023-12-06,Store,P0080,Activewear M49,Activewear,40.14,35.36,14.34,3,106.08
9cb7a0ed-8a58-4658-af9b-b91dc1f5460d,C0008,2023-09-17,Online,P0026,Hoodie X18,Hoodie,36.13,30.44,28.45,5,152.2
71dfc52a-50b6-4c98-931e-fa4ea5e8db8a,C0008,2023-09-17,Online,P0083,Activewear Z20,Activewear,92.68,67.89000000000001,74.37,3,203.67
3428d406-8908-4fd9-bce8-b4aced50b2bb,C0008,2023-09-17,Online,P0071,Activewear Z43,Activewear,51.78,42.98,26.4,3,128.94
a6dd970f-bffc-4305-add1-952a13dc6fff,C0008,2023-09-17,Online,P0065,Activewear Z97,Activewear,90.14,79.08,33.18,3,237.24
80d6280f-f51b-4125-9fe1-b7ab66f0ba0d,C0061,2023-12-24,Store,P0046,Shirt X82,Shirt,92.52,78.3,56.88,4,313.2
d6e73040-6ff4-4c03-ab21-fbc782574f3e,C0061,2023-12-24,Store,P0031,Shirt M68,Shirt,61.85,50.42,45.72,4,201.68
cc53447e-be85-47ae-810c-3847e9c6ca59,C0061,2023-12-24,Store,P0040,Shirt M91,Shirt,79.81,67.93,47.52,4,271.72
96bbfeeb-d425-4a32-9c60-1488fa7de0f2,C0140,2023-04-30,Online,P0072,Activewear X74,Activewear,83.78,71.4,37.14,3,214.2
4451b9e5-9534-422f-a7a5-3ae20895b517,C0140,2023-04-30,Online,P0005,Hoodie A14,Hoodie,84.79,61.63000000000001,231.6,10,616.3
b42b196d-c954-44f9-96dd-b0528abc4d31,C0140,2023-04-30,Online,P0034,Shirt X95,Shirt,51.4,38.89,137.61,11,427.79
b833b995-cf47-461d-b7ad-3b07a714e306,C0197,2022-09-12,Store,P0067,Activewear M92,Activewear,85.7,74.52000000000001,33.54,3,223.56
148714c4-9beb-4dbe-a124-f1dc15d8d39e,C0197,2022-09-12,Store,P0084,Activewear A18,Activewear,66.67,53.59,39.24,3,160.77
aaacbd74-66e3-4924-a398-0b31065ad55c,C0197,2022-09-12,Store,P0069,Activewear M65,Activewear,87.72,70.50999999999999,51.63,3,211.53
77c03746-b777-445d-ad8c-dcd4cb94ad62,C0197,2022-09-12,Store,P0063,Activewear A77,Activewear,65.59,57.040000000000006,25.65,3,171.12
d1818a10-5873-4dd9-ae4b-b76c681e1e07,C0479,2023-08-02,Online,P0067,Activewear M92,Activewear,85.7,73.07000000000001,164.19,13,949.91
acf3f8ca-3f25-4306-8bc8-1a0b05038b4d,C0479,2023-08-02,Online,P0010,Hoodie A38,Hoodie,57.73,51.58,30.75,5,257.9
29e2a8dd-d1fc-4735-8a66-94ee73a25bfc,C0479,2023-08-02,Online,P0007,Hoodie X39,Hoodie,74.52,56.37,90.75,5,281.85
eecad169-73d3-413c-a7f6-ac8a7c79466b,C0479,2023-08-02,Online,P0040,Shirt M91,Shirt,79.81,59.900000000000006,99.55,5,299.5
6faa1be0-af7b-4dca-97d4-f111bbbf6ff1,C0338,2023-07-15,Store,P0040,Shirt M91,Shirt,79.81,69.61,71.4,7,487.27
4246123b-5d03-4e40-844d-1098bf3e8ec7,C0338,2023-07-15,Store,P0053,Shirt A84,Shirt,83.52,73.35,71.19,7,513.45
8d3e9b40-b10e-4934-b656-3a88a200c4c0,C0338,2023-07-15,Store,P0046,Shirt X82,Shirt,92.52,76.07,115.15,7,532.49
1b0e4ac0-e7dc-412c-8f57-6b4ef1003f0d,C0338,2023-07-15,Store,P0033,Shirt M55,Shirt,90.18,75.94000000000001,99.68,7,531.58
5d29172d-98d9-44ed-8b0d-1b0a9579cbe5,C0194,2023-06-10,Online,P0073,Activewear Z90,Activewear,31.99,28.11,77.6,20,562.2
cf6f61c0-8cd7-4c54-b15f-6a5f4d3b49fd,C0194,2023-06-10,Online,P0069,Activewear M65,Activewear,87.72,76.08,232.8,20,1521.6
217b6011-73e2-443a-9694-7223326f7b61,C0194,2023-06-10,Online,P0007,Hoodie X39,Hoodie,74.52,57.53999999999999,169.8,10,575.4
c7fc89b7-a51c-402a-bcaa-50b5cc3c48d0,C0194,2023-06-10,Online,P0047,Shirt M37,Shirt,69.94,54.72,91.32,6,328.32
fc2a0dd6-8311-4a33-9618-7507ac89d583,C0439,2023-04-25,Store,P0016,Hoodie X53,Hoodie,29.94,26.03,39.1,10,260.3
33ddf53f-8d4a-4e72-8173-06839b4f77e4,C0439,2023-04-25,Store,P0033,Shirt M55,Shirt,90.18,78.15,132.33,11,859.65
0168127e-bf58-444f-84af-5b4a35e70893,C0439,2023-04-25,Store,P0062,Activewear A86,Activewear,22.68,18.55,12.39,3,55.65
d3611f15-8e24-43f8-a510-419d311fa688,C0439,2023-04-25,Store,P0050,Shirt M27,Shirt,70.22,60.89,102.63,11,669.79
501e0b8e-1457-456f-99dd-8dc3a5e2f710,C0340,2023-12-28,Store,P0037,Shirt X78,Shirt,50.16,44.08,24.32,4,176.32
b51e99e0-2a9e-468c-9a66-fed86d5e17f3,C0340,2023-12-28,Store,P0011,Hoodie A85,Hoodie,52.95,45.78,86.04,12,549.36
cc83b5df-e389-48ed-9ae7-da3bdfd32b35,C0340,2023-12-28,Store,P0054,Shirt A56,Shirt,69.61,59.07,42.16,4,236.28
85922a55-8a4b-44cb-ada4-c55a1ffe13d2,C0303,2023-02-03,Store,P0062,Activewear A86,Activewear,22.68,19.43,9.75,3,58.29
ce20636a-a0f7-4273-9878-58a81e1aa981,C0303,2023-02-03,Store,P0035,Shirt M99,Shirt,85.33,74.94,51.95,5,374.7
63d0ce83-75d9-453f-a9aa-a1576c96ff90,C0303,2023-02-03,Store,P0043,Shirt X14,Shirt,91.97,77.00999999999999,74.8,5,385.05
722fedcd-4639-4053-9726-86e2d24ada68,C0303,2023-02-03,Store,P0052,Shirt M84,Shirt,31.14,26.46,23.4,5,132.3
eafdb063-628b-49ed-9f87-ad8274b679f0,C0370,2022-07-26,Online,P0065,Activewear Z97,Activewear,90.14,66.95,324.66,14,937.3
7feb7554-589c-4fa1-b615-609bc8412ad9,C0370,2022-07-26,Online,P0081,Activewear X17,Activewear,47.66,34.22,188.16,14,479.08
07de86ef-b60d-4999-a618-1a407b52b2ae,C0370,2022-07-26,Online,P0024,Hoodie M90,Hoodie,31.18,24.83,63.5,10,248.3
3c71d8cf-5464-4db3-b06e-64ace9d8eb34,C0370,2022-07-26,Online,P0061,Activewear Z59,Activewear,79.52,70.72999999999999,123.06,14,990.22
dd44dd0b-9d53-4448-a1d8-2bea2cad8135,C0370,2022-07-26,Online,P0023,Hoodie Z80,Hoodie,87.35,74.24,131.1,10,742.4
dca32ce5-5629-469a-8964-34abc2179cbe,C0320,2024-02-08,Online,P0084,Activewear A18,Activewear,66.67,58.33,25.02,3,174.99
5375c4cb-f694-47f0-940d-7c52a19fb75e,C0320,2024-02-08,Online,P0074,Activewear M91,Activewear,38.34,26.930000000000003,34.23,3,80.79
98f0c926-d516-47af-a5e6-2175d852c7b1,C0320,2024-02-08,Online,P0080,Activewear M49,Activewear,40.14,30.17,29.91,3,90.51
efa44dbc-f482-4377-bfa2-e031b4d8f770,C0440,2023-08-29,Online,P0073,Activewear Z90,Activewear,31.99,22.6,112.68,12,271.2
0ebfe48c-ad53-4e99-978d-34d65d4b3771,C0440,2023-08-29,Online,P0042,Shirt M17,Shirt,38.58,30.869999999999997,38.55,5,154.35
bccb305a-0d2b-40d3-80d8-a85d376e634d,C0440,2023-08-29,Online,P0033,Shirt M55,Shirt,90.18,69.94000000000001,101.2,5,349.7
a5d2abe8-7f63-4dda-8169-76ab1f445805,C0440,2023-08-29,Online,P0035,Shirt M99,Shirt,85.33,72.81,62.6,5,364.05
33222764-6e4c-4533-ab01-e652ffe01074,C0440,2023-08-29,Online,P0049,Shirt A28,Shirt,95.19,75.47,98.6,5,377.35
458650f2-1cf5-408b-8245-7456f01a51cf,C0317,2022-05-10,Store,P0079,Activewear Z24,Activewear,63.42,52.17,112.5,10,521.7
b238a3bc-2b01-44f4-bcb6-037b58bfd799,C0317,2022-05-10,Store,P0080,Activewear M49,Activewear,40.14,35.17,49.7,10,351.7
29d83261-924b-4bd9-8d80-f7dd21dc6564,C0317,2022-05-10,Store,P0076,Activewear M30,Activewear,77.6,66.91999999999999,106.8,10,669.2
312f5a87-6ba9-4488-ba33-f341de88718c,C0317,2022-05-10,Store,P0075,Activewear X29,Activewear,77.78,69.21000000000001,85.7,10,692.1
abfabf61-b137-495c-ac22-f7bffd20ca8c,C0317,2022-05-10,Store,P0085,Activewear X26,Activewear,52.07,42.98,90.9,10,429.8
91a1c3a6-9755-4ae4-8264-5603a1c43055,C0051,2023-12-09,Store,P0084,Activewear A18,Activewear,66.67,54.1,37.71,3,162.3
15c6add2-8541-454c-a172-c374e44f81d5,C0051,2023-12-09,Store,P0060,Activewear A86,Activewear,39.88,34.92,14.88,3,104.76
b364f8d5-5176-4524-9038-e527650effc5,C0051,2023-12-09,Store,P0087,Activewear X43,Activewear,95.78,84.73,33.15,3,254.19
0ead0c0a-8c91-4d05-864c-63d01ae896e7,C0051,2023-12-09,Store,P0000,Hoodie Z13,Hoodie,46.93,40.57,31.8,5,202.85
31aa1821-4268-43fc-ae85-55823d1af3f6,C0408,2022-04-27,Online,P0034,Shirt X95,Shirt,51.4,39.89,126.61,11,438.79
cfcbb2b3-4fd5-4d8b-9bf9-2aba642a06d3,C0408,2022-04-27,Online,P0033,Shirt M55,Shirt,90.18,63.82000000000001,289.96,11,702.02
192cdb14-2cc4-448e-b363-ca7656ff144a,C0408,2022-04-27,Online,P0025,Hoodie M83,Hoodie,83.62,58.66,249.6,10,586.6
a951053b-4b69-4c37-b116-e133a9072b32,C0408,2022-04-27,Online,P0046,Shirt X82,Shirt,92.52,70.86,238.26,11,779.46
5d3e15d7-85fd-4d60-8f5d-98a420101432,C0408,2022-04-27,Online,P0081,Activewear X17,Activewear,47.66,33.559999999999995,42.3,3,100.68
fb45546f-2d55-4bea-885c-2b7650ac40b8,C0093,2022-08-22,Store,P0009,Hoodie X93,Hoodie,67.65,55.64000000000001,144.12,12,667.68
e9de0540-f4cb-4962-a3ce-2d1b425bfd06,C0093,2022-08-22,Store,P0035,Shirt M99,Shirt,85.33,71.62,54.84,4,286.48
0181f6a0-58ff-48f3-92fc-4722a513c02a,C0093,2022-08-22,Store,P0037,Shirt X78,Shirt,50.16,41.669999999999995,33.96,4,166.68
ad1abc99-bd3b-40e0-84bb-c2d76d0872ce,C0124,2023-07-23,Store,P0066,Activewear Z97,Activewear,47.37,42.04,85.28,16,672.64
06103b62-6b51-4b0d-91b4-94255090b447,C0124,2023-07-23,Store,P0079,Activewear Z24,Activewear,63.42,56.6,109.12,16,905.6
acada81f-ceab-4a09-9ab8-70dee8b5479d,C0124,2023-07-23,Store,P0072,Activewear X74,Activewear,83.78,71.22,200.96,16,1139.52
42fe1380-0b85-4bb3-a5ee-ba34338e15ba,C0342,2022-03-10,Online,P0064,Activewear M80,Activewear,81.0,71.0,30.0,3,213.0
fa658f79-417f-40d8-a3f6-0197bc7532fb,C0342,2022-03-10,Online,P0049,Shirt A28,Shirt,95.19,68.7,185.43,7,480.9
5ee6c720-0f09-4baa-9350-c3d2d1ee8db3,C0342,2022-03-10,Online,P0051,Shirt X81,Shirt,46.79,34.11,88.76,7,238.77
192dd3fd-9985-4c8f-8874-de1be580bc36,C0342,2022-03-10,Online,P0049,Shirt A28,Shirt,95.19,68.03999999999999,190.05,7,476.28
0440594f-d9ff-4894-88c4-ff5a96cf9820,C0342,2022-03-10,Online,P0046,Shirt X82,Shirt,92.52,75.09,122.01,7,525.63
aa738c52-2148-4984-a885-cc942f77d886,C0301,2023-01-01,Online,P0053,Shirt A84,Shirt,83.52,68.71,74.05,5,343.55
cc46f6ef-6a86-40cb-86f0-bdc6ab1d5037,C0301,2023-01-01,Online,P0056,Shirt A21,Shirt,91.51,74.85000000000001,83.3,5,374.25
8864bbf8-6011-42a4-b82b-cb27d42fba3e,C0155,2022-09-20,Online,P0039,Shirt A58,Shirt,44.11,38.67,38.08,7,270.69
cfe336a5-3351-4948-8460-6e9423423c5e,C0155,2022-09-20,Online,P0043,Shirt X14,Shirt,91.97,64.88,189.63,7,454.16
5f288a60-604e-4367-b849-ee7c31c8e322,C0155,2022-09-20,Online,P0049,Shirt A28,Shirt,95.19,83.95,78.68,7,587.65
3eb73dec-06d1-468f-8be9-d858b866a2fc,C0155,2022-09-20,Online,P0057,Shirt Z24,Shirt,83.09,68.82000000000001,99.89,7,481.74
dbefd952-9f7e-4779-a591-7e86cb11ad42,C0152,2024-02-15,Online,P0008,Hoodie Z81,Hoodie,80.82,72.44999999999999,100.44,12,869.4
3da9cc82-142a-4969-a90c-da7c396a079a,C0152,2024-02-15,Online,P0063,Activewear A77,Activewear,65.59,49.25,49.02,3,147.75
eb2b84bf-b229-4054-ad15-46e8b7885d00,C0152,2024-02-15,Online,P0071,Activewear Z43,Activewear,51.78,45.82,17.88,3,137.46
279769ec-df4e-4ab5-bbf8-0741c5cad131,C0152,2024-02-15,Online,P0005,Hoodie A14,Hoodie,84.79,61.84,275.4,12,742.08
b68b7f6c-be29-4435-9c70-439853fa01b9,C0443,2024-02-01,Store,P0088,Activewear A37,Activewear,32.27,25.9,19.11,3,77.7
319a8217-8f21-47a2-9e7f-4cbaf8f738cb,C0443,2024-02-01,Store,P0051,Shirt X81,Shirt,46.79,38.02,35.08,4,152.08
3749f09f-c2ba-4470-86a3-bb4c32c0638d,C0443,2024-02-01,Store,P0059,Shirt X97,Shirt,44.94,38.36,26.32,4,153.44
162376f1-376e-41a3-9303-48120a591e6c,C0463,2022-12-19,Store,P0055,Shirt X27,Shirt,62.68,51.58,44.4,4,206.32
da3098a7-3dd6-4cb5-8a5f-ad7c4ae5c8e4,C0463,2022-12-19,Store,P0033,Shirt M55,Shirt,90.18,75.88000000000001,57.2,4,303.52
4d6a28a6-7e63-4cba-9010-1d882002ad02,C0463,2022-12-19,Store,P0034,Shirt X95,Shirt,51.4,45.06,25.36,4,180.24
26d24235-dacd-4354-bcc4-ed84c9ce5df5,C0463,2022-12-19,Store,P0057,Shirt Z24,Shirt,83.09,66.94,64.6,4,267.76
1df2cffb-9aaf-4c51-8a3c-2c5b853935c8,C0348,2024-01-05,Store,P0050,Shirt M27,Shirt,70.22,61.35,35.48,4,245.4
7b132e6f-87e3-4ba9-b32b-c0220c533d89,C0348,2024-01-05,Store,P0061,Activewear Z59,Activewear,79.52,68.36,33.48,3,205.08
7a21bbfc-17eb-48c0-bb99-cd9b0b7771b5,C0348,2024-01-05,Store,P0049,Shirt A28,Shirt,95.19,77.27,71.68,4,309.08
6a50730c-3be9-4b6b-b3b4-28a886e514d9,C0348,2024-01-05,Store,P0022,Hoodie Z58,Hoodie,65.96,56.57999999999999,93.8,10,565.8
9748b824-ac6b-4d74-93fd-205aff384dcf,C0226,2022-04-04,Online,P0045,Shirt M18,Shirt,63.48,46.28,189.2,11,509.08
97b7cb73-bcd0-437b-87d1-3e8f68777c5e,C0226,2022-04-04,Online,P0001,Hoodie M41,Hoodie,30.75,27.67,30.8,10,276.7
8f0ddff2-610e-4c9a-afe5-b2da7074b56f,C0226,2022-04-04,Online,P0047,Shirt M37,Shirt,69.94,56.59,146.85,11,622.49
63416118-1cd3-43e9-97c1-c7f6fa9345f9,C0226,2022-04-04,Online,P0042,Shirt M17,Shirt,38.58,27.869999999999997,117.81,11,306.57
938594c5-8ccc-4a5b-8beb-26edec3a52e8,C0090,2022-09-22,Store,P0065,Activewear Z97,Activewear,90.14,80.6,28.62,3,241.8
61592c49-d039-4818-b883-a5fa10521397,C0090,2022-09-22,Store,P0062,Activewear A86,Activewear,22.68,18.93,11.25,3,56.79
a5209327-c531-4c4d-b123-4b6455a4664a,C0090,2022-09-22,Store,P0077,Activewear Z86,Activewear,71.29,64.08000000000001,21.63,3,192.24
c81856d8-9e74-433b-9c9f-4e622289603e,C0257,2022-12-05,Store,P0003,Hoodie Z96,Hoodie,99.2,87.96000000000001,56.2,5,439.8
9c862922-547c-430f-978f-2b7fd34e30b5,C0257,2022-12-05,Store,P0066,Activewear Z97,Activewear,47.37,40.559999999999995,20.43,3,121.68
a988f221-e500-4982-8737-7f5ee4398ddb,C0247,2022-12-28,Online,P0064,Activewear M80,Activewear,81.0,68.77,36.69,3,206.31
cf03d500-fefc-47a2-b939-e074717fc8a3,C0247,2022-12-28,Online,P0079,Activewear Z24,Activewear,63.42,51.510000000000005,35.73,3,154.53
2a0791d2-8951-4d79-bffb-9c3ae14ff983,C0247,2022-12-28,Online,P0020,Hoodie M15,Hoodie,25.32,18.26,35.3,5,91.3
63dde02b-b8ec-484c-8578-0f8794791c7c,C0247,2022-12-28,Online,P0067,Activewear M92,Activewear,85.7,76.75,26.85,3,230.25
